Name,Assets
HDFC Bank Ltd.,0.0574
Axis Bank Ltd.,0.0317
Larsen & Toubro Ltd.,0.031200000000000002
Kotak Mahindra Bank Ltd.,0.031200000000000002
Reliance Industries Ltd.,0.0308
ICICI Bank Ltd.,0.0297
State Bank of India,0.0246
Bharat Forge Ltd.,0.0233
NTPC Ltd.,0.0212
Prestige Estates Projects Ltd.,0.0209
