Name,Assets
Torrent Power Ltd.,0.0765
Avenue Supermarts Ltd.,0.0739
Bajaj Finance Ltd.,0.0723
Tata Consultancy Services Ltd.,0.0718
ICICI Bank Ltd.,0.0699
Pidilite Industries Ltd.,0.0665
Reliance Industries Ltd.,0.0479
Bajaj Auto Ltd.,0.046
Bharti Airtel Ltd.,0.0404
Cholamandalam Investment and Finance Company Ltd.,0.039599999999999996
