Name,Assets
HDFC Bank Ltd.,0.0842
Power Grid Corporation Of India Ltd.,0.0635
Bajaj Holdings & Investment Ltd.,0.0603
ITC Ltd.,0.0545
Coal India Ltd.,0.0535
Maruti Suzuki India Ltd.,0.0516
ICICI Bank Ltd.,0.0507
Axis Bank Ltd.,0.0414
Alphabet Inc Class A,0.0406
Microsoft Corportion (US),0.0383
