Name,Assets
HDFC Bank Ltd.,0.0626
Reliance Industries Ltd.,0.0611
ICICI Bank Ltd.,0.0533
Larsen & Toubro Ltd.,0.037000000000000005
Axis Bank Ltd.,0.030299999999999997
State Bank of India,0.0294
Bharti Airtel Ltd.,0.0291
NTPC Ltd.,0.025099999999999997
Infosys Ltd.,0.0239
ITC Ltd.,0.0225
