Name,Assets
ICICI Bank Ltd.,0.0355
HDFC Bank Ltd.,0.0316
State Bank of India,0.028999999999999998
Cummins India Ltd.,0.027999999999999997
UNO Minda Ltd.,0.0253
Bharti Airtel Ltd.,0.025
Reliance Industries Ltd.,0.024900000000000002
Dixon Technologies (India) Ltd.,0.0233
Jindal Steel & Power Ltd.,0.022400000000000003
Maruti Suzuki India Ltd.,0.0197
