Name,Assets
Tata Consultancy Services Ltd.,0.0675
HDFC Bank Ltd.,0.0644
ICICI Bank Ltd.,0.0583
Infosys Ltd.,0.049800000000000004
Axis Bank Ltd.,0.038599999999999995
Manorama Industries Ltd.,0.0325
Suzlon Energy Ltd.,0.0319
Bharti Airtel Ltd.,0.0318
Indusind Bank Ltd.,0.0298
Home First Finance Company India Ltd.,0.0282
