Name,Assets
HDFC Bank Ltd.,0.1568
ICICI Bank Ltd.,0.1562
Axis Bank Ltd.,0.09269999999999999
State Bank of India,0.0632
Power Finance Corporation Ltd.,0.0594
Ujjivan Small Finance Bank Ltd.,0.0415
Cholamandalam Financial Holdings Ltd.,0.037599999999999995
Bajaj Finance Ltd.,0.0371
Equitas Small Finance Bank Ltd.,0.037000000000000005
Can Fin Homes Ltd.,0.0341
