Name,Assets
ICICI Bank Ltd.,0.0683
HDFC Bank Ltd.,0.0655
Reliance Industries Ltd.,0.0642
Larsen & Toubro Ltd.,0.0521
Tata Consultancy Services Ltd.,0.04019999999999999
ITC Ltd.,0.0342
Hitachi Energy India Ltd.,0.032
Infosys Ltd.,0.0258
Bharti Airtel Ltd.,0.025099999999999997
Trent Ltd.,0.023
