Name,Assets
The Indian Hotels Company Ltd.,0.0397
Max Financial Services Ltd.,0.0313
The Federal Bank Ltd.,0.030600000000000002
Balkrishna Industries Ltd.,0.0302
Apollo Tyres Ltd.,0.0297
Indian Bank,0.029500000000000002
Ipca Laboratories Ltd.,0.0276
Tata Communications Ltd.,0.0274
Hindustan Petroleum Corporation Ltd.,0.0273
Max Healthcare Institute Ltd.,0.0262
