Name,Assets
HDFC Bank Ltd.,0.17489999999999997
ICICI Bank Ltd.,0.16519999999999999
State Bank of India,0.07919999999999999
Axis Bank Ltd.,0.073
Power Finance Corporation Ltd.,0.0524
Kotak Mahindra Bank Ltd.,0.0441
Shriram Finance Ltd,0.0315
SBI Life Insurance Company Ltd.,0.0292
Cholamandalam Investment and Finance Company Ltd.,0.023399999999999997
Indusind Bank Ltd.,0.0225
