Name,Assets
HDFC Bank Ltd.,0.0599
Linde India Ltd.,0.0446
ICICI Bank Ltd.,0.0358
EIH Ltd.,0.0332
Reliance Industries Ltd.,0.0313
Axis Bank Ltd.,0.0302
Vesuvius India Ltd.,0.0277
GE T&D India Ltd.,0.0276
State Bank of India,0.0239
Kennametal India Ltd.,0.0225
