Name,Assets
Torrent Power Ltd.,0.042800000000000005
ICICI Bank Ltd.,0.0298
CG Power and Industrial Solutions Ltd.,0.026699999999999998
Cholamandalam Investment and Finance Company Ltd.,0.025
Sona BLW Precision Forgings Ltd.,0.0215
Reliance Industries Ltd.,0.0197
The Indian Hotels Company Ltd.,0.0192
Bharti Airtel Ltd.,0.0171
Larsen & Toubro Ltd.,0.0163
Cummins India Ltd.,0.016200000000000003
