Name,Assets
Bharti Airtel Ltd.,0.0974
ITC Ltd.,0.0916
Mahindra & Mahindra Ltd.,0.07339999999999999
Kalyan Jewellers India Ltd.,0.0684
Hindustan Unilever Ltd.,0.0682
Titan Company Ltd.,0.0594
Maruti Suzuki India Ltd.,0.043899999999999995
United Spirits Ltd.,0.04
Emami Ltd.,0.038900000000000004
Safari Industries (India) Ltd.,0.0348
