Name,Assets
ICICI Bank Ltd.,0.0924
Larsen & Toubro Ltd.,0.0634
Power Grid Corporation Of India Ltd.,0.0424
Bajaj Auto Ltd.,0.040999999999999995
Coal India Ltd.,0.0404
NTPC Ltd.,0.0368
Trent Ltd.,0.0366
HDFC Bank Ltd.,0.0352
Cummins India Ltd.,0.0318
Tata Motors Ltd.,0.0308
