Name,Assets
Reliance Industries Ltd.,0.0432
Infosys Ltd.,0.0358
HDFC Bank Ltd.,0.0336
ICICI Bank Ltd.,0.0326
MindTree Ltd.,0.0313
Housing Development Finance Corpn. Ltd.,0.030299999999999997
Bharti Airtel Ltd.,0.0265
Navin Fluorine International Ltd.,0.0264
Axis Bank Ltd.,0.0259
State Bank of India,0.0232
