Name,Assets
DLF Ltd.,0.2349
Macrotech Developers Ltd.,0.1656
Godrej Properties Ltd.,0.1417
The Phoenix Mills Ltd.,0.12890000000000001
Prestige Estates Projects Ltd.,0.1003
Oberoi Realty Ltd.,0.0947
Brigade Enterprises Ltd.,0.0717
Sobha Ltd.,0.030600000000000002
Mahindra Lifespace Developers Ltd.,0.0192
Sunteck Realty Ltd.,0.011399999999999999
