Name,Assets
Bharti Airtel Ltd.,0.061399999999999996
ITC Ltd.,0.0592
Hindustan Unilever Ltd.,0.0408
Titan Company Ltd.,0.0368
Maruti Suzuki India Ltd.,0.0351
Trent Ltd.,0.0345
Zomato Ltd.,0.0339
Dabur India Ltd.,0.028900000000000002
Eicher Motors Ltd.,0.0271
HDFC Bank Ltd.,0.027000000000000003
