Name,Assets
Reliance Industries Ltd.,0.09570000000000001
HDFC Bank Ltd.,0.044800000000000006
Adani Power Ltd.,0.0443
Aurobindo Pharma Ltd.,0.0391
JIO Financial Services Ltd.,0.0385
Jindal Steel & Power Ltd.,0.0323
Britannia Industries Ltd.,0.0321
Aegis Logistics Ltd.,0.029900000000000003
Escorts Kubota Ltd.,0.0292
Steel Authority Of India Ltd.,0.028399999999999998
