Name,Assets
Sun Pharmaceutical Industries Ltd.,0.1466
Cipla Ltd.,0.08900000000000001
Torrent Pharmaceuticals Ltd.,0.0768
Apollo Hospitals Enterprise Ltd.,0.0632
Aurobindo Pharma Ltd.,0.0592
Fortis Healthcare Ltd.,0.0506
Zydus Lifesciences Ltd.,0.0454
Ajanta Pharma Ltd.,0.044500000000000005
Gland Pharma Ltd.,0.0421
Lupin Ltd.,0.038
