Name,Assets
Mahindra & Mahindra Ltd.,0.1217
Maruti Suzuki India Ltd.,0.0955
TVS Motor Company Ltd.,0.0944
Tata Motors Ltd.,0.0704
Eicher Motors Ltd.,0.0676
Zomato Ltd.,0.064
Bharat Forge Ltd.,0.049100000000000005
Bajaj Auto Ltd.,0.0377
Interglobe Aviation Ltd.,0.0346
Adani Ports and Special Economic Zone Ltd.,0.0336
