Name,Assets
ICICI Bank Ltd.,0.0754
NTPC Ltd.,0.07490000000000001
Sun Pharmaceutical Industries Ltd.,0.0696
Maruti Suzuki India Ltd.,0.0581
HDFC Bank Ltd.,0.0526
Bharti Airtel Ltd.,0.0406
Larsen & Toubro Ltd.,0.0316
Oil & Natural Gas Corporation Ltd.,0.029900000000000003
Britannia Industries Ltd.,0.0273
ITC Ltd.,0.024399999999999998
