Name,Assets
Supreme Industries Ltd.,0.0369
Cummins India Ltd.,0.0346
Trent Ltd.,0.0317
Cholamandalam Investment and Finance Company Ltd.,0.030299999999999997
The Indian Hotels Company Ltd.,0.0269
Schaeffler India Ltd.,0.026699999999999998
UNO Minda Ltd.,0.0263
CG Power and Industrial Solutions Ltd.,0.0263
ABB India Ltd.,0.0245
Sona BLW Precision Forgings Ltd.,0.023399999999999997
