Name,Assets
Supreme Industries Ltd.,0.0407
Cummins India Ltd.,0.0363
Bharat Electronics Ltd.,0.0362
Schaeffler India Ltd.,0.0345
Oberoi Realty Ltd.,0.032400000000000005
Bharat Forge Ltd.,0.0281
Power Finance Corporation Ltd.,0.0271
Persistent Systems Ltd.,0.026699999999999998
Exide Industries Ltd.,0.024300000000000002
Solar Industries India Ltd.,0.0239
