Name,Assets
HDFC Bank Ltd.,0.0776
ICICI Bank Ltd.,0.0582
Infosys Ltd.,0.0461
State Bank of India,0.0434
Crompton Greaves Consumer Electricals Ltd.,0.0408
Bharti Airtel Ltd.,0.0407
Eicher Motors Ltd.,0.0379
Wipro Ltd.,0.0332
LIC Housing Finance Ltd.,0.0331
Kotak Mahindra Bank Ltd.,0.032400000000000005
