Name,Assets
HDFC Bank Ltd.,0.2928
ICICI Bank Ltd.,0.2322
Axis Bank Ltd.,0.0973
State Bank of India,0.0955
Kotak Mahindra Bank Ltd.,0.0819
Indusind Bank Ltd.,0.0622
Bank Of Baroda,0.0317
Punjab National Bank,0.0248
The Federal Bank Ltd.,0.023399999999999997
AU Small Finance Bank Ltd.,0.023399999999999997
