Name,Assets
Hindustan Aeronautics Ltd.,0.09699999999999999
Bharat Electronics Ltd.,0.0967
NTPC Ltd.,0.0794
State Bank of India,0.0784
Coal India Ltd.,0.0739
Power Grid Corporation Of India Ltd.,0.0724
Bharat Dynamics Ltd.,0.057800000000000004
BEML Ltd.,0.0483
Container Corporation Of India Ltd.,0.0462
NHPC Ltd.,0.0432
