Name,Assets
ICICI Bank Ltd.,0.050300000000000004
Torrent Power Ltd.,0.0426
Infosys Ltd.,0.0415
HDFC Bank Ltd.,0.0398
Trent Ltd.,0.0375
Bharti Airtel Ltd.,0.0349
Tata Consultancy Services Ltd.,0.0331
Mahindra & Mahindra Ltd.,0.0291
ABB India Ltd.,0.0276
Interglobe Aviation Ltd.,0.0253
