Name,Assets
Bharti Airtel Ltd.,0.0931
HDFC Bank Ltd.,0.0784
Reliance Industries Ltd.,0.051
ICICI Bank Ltd.,0.043
Cholamandalam Financial Holdings Ltd.,0.0282
Ujjivan Small Finance Bank Ltd.,0.0274
Axis Bank Ltd.,0.0273
ICICI Securities Ltd.,0.025699999999999997
Apollo Hospitals Enterprise Ltd.,0.025
Titan Company Ltd.,0.0242
