Name,Assets
HDFC Bank Ltd.,0.21420000000000003
ICICI Bank Ltd.,0.1211
Axis Bank Ltd.,0.0721
State Bank of India,0.0588
The Federal Bank Ltd.,0.0416
Power Finance Corporation Ltd.,0.0347
CreditAccess Grameen Ltd.,0.0346
DCB Bank Ltd.,0.0334
Indusind Bank Ltd.,0.0319
Piramal Enterprises Ltd.,0.029900000000000003
