Name,Assets
Sun Pharmaceutical Industries Ltd.,0.1603
Divi's Laboratories Ltd.,0.1066
Cipla Ltd.,0.08900000000000001
Dr. Reddy's Laboratories Ltd.,0.0886
Apollo Hospitals Enterprise Ltd.,0.0864
JB Chemicals & Pharmaceuticals Ltd.,0.0654
Torrent Pharmaceuticals Ltd.,0.0548
Alkem Laboratories Ltd.,0.0421
Abbott India Ltd.,0.0408
Syngene International Ltd.,0.0373
