Name,Assets
Adani Power Ltd.,0.1027
Reliance Industries Ltd.,0.0947
Steel Authority Of India Ltd.,0.0814
Deepak Fertilisers And Petrochemicals Corporation Ltd.,0.081
Tata Steel Ltd.,0.0754
HDFC Bank Ltd.,0.0644
NHPC Ltd.,0.061200000000000004
Tata Power Company Ltd.,0.0392
Kalyani Steels Ltd.,0.0387
Chambal Fertilisers and Chemicals Ltd.,0.0354
