Name,Assets
HDFC Bank Ltd.,0.094
ICICI Bank Ltd.,0.0701
Larsen & Toubro Ltd.,0.0565
Reliance Industries Ltd.,0.055999999999999994
Infosys Ltd.,0.0506
ITC Ltd.,0.0438
State Bank of India,0.0416
Axis Bank Ltd.,0.04
Tata Consultancy Services Ltd.,0.0398
Maruti Suzuki India Ltd.,0.0313
