Name,Assets
Bharti Airtel Ltd.,0.0587
ICICI Bank Ltd.,0.0483
Zomato Ltd.,0.0421
Reliance Industries Ltd.,0.0407
Kirloskar Oil Engines Ltd.,0.0393
Crompton Greaves Consumer Electricals Ltd.,0.0392
Kirloskar Pneumatic Company Ltd.,0.0356
Larsen & Toubro Ltd.,0.0301
PB Fintech Ltd.,0.0274
Metropolis Healthcare Ltd.,0.0255
