Name,Assets
HDFC Bank Ltd.,0.0493
Reliance Industries Ltd.,0.0479
ICICI Bank Ltd.,0.040999999999999995
Infosys Ltd.,0.0329
Bharti Airtel Ltd.,0.0275
Larsen & Toubro Ltd.,0.024900000000000002
ITC Ltd.,0.0217
Bharat Electronics Ltd.,0.021400000000000002
Power Finance Corporation Ltd.,0.020499999999999997
Siemens Ltd.,0.0203
