Name,Assets
ICICI Bank Ltd.,0.19010000000000002
HDFC Bank Ltd.,0.1674
Kotak Mahindra Bank Ltd.,0.0967
State Bank of India,0.08990000000000001
Nippon Life India Asset Management Ltd.,0.0374
Cholamandalam Investment and Finance Company Ltd.,0.037000000000000005
Muthoot Finance Ltd.,0.0361
Bank of India,0.0347
Karur Vysya Bank Ltd.,0.0334
Power Finance Corporation Ltd.,0.0311
