Name,Assets
Nifty Bank,0.0593
HDFC Bank Ltd.,0.0319
State Bank of India,0.0279
GAIL (India) Ltd.,0.0276
Reliance Industries Ltd.,0.0241
Oil & Natural Gas Corporation Ltd.,0.0207
Whirlpool Of India Ltd.,0.019799999999999998
ICICI Bank Ltd.,0.0194
Torrent Power Ltd.,0.0189
Axis Bank Ltd.,0.0187
