Name,Assets
Torrent Power Ltd.,0.042199999999999994
Schaeffler India Ltd.,0.0374
Thermax Ltd.,0.0353
Sundaram Finance Ltd.,0.0347
Carborundum Universal Ltd.,0.0338
Crisil Ltd.,0.0311
Voltas Ltd.,0.0296
K.P.R. Mill Ltd.,0.025099999999999997
Coromandel International Ltd.,0.024900000000000002
Max Healthcare Institute Ltd.,0.0225
