Name,Assets
Reliance Industries Ltd.,0.08439999999999999
State Bank of India,0.0782
BEML Ltd.,0.0747
PNB Housing Finance Ltd.,0.0736
Container Corporation Of India Ltd.,0.0693
Housing & Urban Development Corporation Ltd.,0.0681
Steel Authority Of India Ltd.,0.0654
Indian Railway Finance Corporation Ltd.,0.0641
Engineers India Ltd.,0.0506
HDFC Bank Ltd.,0.046
