Name,Assets
Cummins India Ltd.,0.034300000000000004
Bharat Heavy Electricals Ltd.,0.0313
Aurobindo Pharma Ltd.,0.031
Bharat Electronics Ltd.,0.031
Thermax Ltd.,0.030699999999999998
Godrej Consumer Products Ltd.,0.024300000000000002
UNO Minda Ltd.,0.0239
PI Industries Ltd.,0.0231
JSW Infrastructure Ltd.,0.0229
Kajaria Ceramics Ltd.,0.0219
