Name,Assets
ICICI Bank Ltd.,0.0321
Mahindra & Mahindra Ltd.,0.0308
Hindalco Industries Ltd.,0.0296
HDFC Bank Ltd.,0.0294
Larsen & Toubro Ltd.,0.0288
Housing & Urban Development Corporation Ltd.,0.0265
REC Ltd.,0.0265
Hero Motocorp Ltd.,0.024399999999999998
Kalpataru Projects International Ltd.,0.023799999999999998
State Bank of India,0.0232
