Name,Assets
Mahindra & Mahindra Ltd.,0.0594
Maruti Suzuki India Ltd.,0.049
Sun Pharmaceutical Industries Ltd.,0.0473
Tata Motors Ltd.,0.045899999999999996
Reliance Industries Ltd.,0.0421
Larsen & Toubro Ltd.,0.0361
Hindustan Aeronautics Ltd.,0.0315
Bharat Electronics Ltd.,0.0308
Cipla Ltd.,0.0294
Hindalco Industries Ltd.,0.0226
