Name,Assets
Jindal Stainless Ltd.,0.0919
Jindal Steel & Power Ltd.,0.0901
Tata Steel Ltd.,0.076
JSW Steel Ltd.,0.07440000000000001
Ambuja Cements Ltd.,0.0702
Vedanta Ltd.,0.0634
Ultratech Cement Ltd.,0.0507
Grasim Industries Ltd.,0.041100000000000005
Mangalore Refinery And Petrochemicals Ltd.,0.036699999999999997
Usha Martin Ltd.,0.0291
