Name,Assets
HDFC Bank Ltd.,0.0432
ICICI Bank Ltd.,0.039900000000000005
ICICI Securities Ltd.,0.0392
Nestle India Ltd.,0.024
Bharat Electronics Ltd.,0.023399999999999997
Larsen & Toubro Ltd.,0.022000000000000002
ABB India Ltd.,0.021400000000000002
Reliance Industries Ltd.,0.021
Zomato Ltd.,0.0204
Power Finance Corporation Ltd.,0.0192
